,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
970,101992.97354445922,6.56660822156159,7.493590497887568,5.69,70156.32218246348,2026386.4346163888,"674 Todd Ports
Parsonschester, VA 49485-9488"
971,112948.32530153653,7.529197485158296,8.13283640139323,4.64,70430.74818158869,2757154.848772523,"3999 Laura Lakes
Barnesport, FM 49833"
972,77338.82344820182,5.382590717334923,7.828395321044949,5.85,32679.221634640722,1027778.4750848789,"11190 Robinson Extension
Fieldsfort, CA 51614-8941"
973,115006.65126066226,6.416312754427296,6.402847980255237,3.81,23027.586515755327,1478704.9366921703,"546 Mitchell Village Suite 737
Lake Vincent, OH 05404-1179"
974,84105.49402637876,7.448524468532367,7.635137922932304,4.63,36677.654422882246,1780679.2662731563,"31651 Hale Walks
Port Henryfort, UT 45989"
975,94075.66686292774,5.663199616883557,8.86069915277862,6.09,44419.63030694462,1863187.4590993316,"0247 Kenneth Burg
Port Angelica, WI 77878-6142"
976,89238.18873974668,4.642889639038196,7.651752818459198,3.58,69799.93257740984,1784962.5287298872,"7793 Bradley Trail Suite 924
Nicholschester, OK 05492-7126"
977,86166.8777259317,5.4575813585267134,6.737888843424369,3.88,33289.23521596,1224535.7532934055,"43275 Knight Walks Apt. 856
Jamesville, FL 18420-6564"
978,76860.55526546965,7.132537792664216,7.263540925913438,3.56,36330.83903265659,1232763.921193229,"16028 Sarah Isle Suite 386
East Clifford, PW 67999-0591"
979,99449.61292602915,5.857600199073373,7.169342255088368,3.72,74218.60202730494,1774546.9088844315,"5976 Amanda Grove
Ritterport, SD 08541-1686"
980,91794.67061984894,4.271442608170498,8.6173309524886,5.01,57142.455524323246,1675807.0719325035,"80906 Michael Grove Apt. 103
South Denise, KS 86144"
981,74344.92423741244,5.561540935202962,9.927616005761124,3.92,69461.136810837,1818673.0233207182,"20960 Leonard Loaf Apt. 902
South Lisabury, MA 55466"
982,100856.4376785721,8.06346187627294,7.6706353303658465,6.04,21586.17700719477,2027582.1973761118,"PSC 8409, Box 5628
APO AA 76710-9573"
983,92264.48174195882,6.543421869993405,8.386785105411176,5.93,61725.950824720996,1931380.1829488496,"8938 Jose Lodge
Emilyside, CO 97593-5472"
984,100304.49414322028,4.466848772146141,7.8596117410833894,4.6,83225.58874533164,2019670.8739309995,"041 Claire Glens
Samanthaside, KS 70716-5226"
985,73209.98566335045,5.570891294005147,8.23477283327562,7.14,68447.2667705737,1533061.522635251,"572 Kayla Port Suite 910
New Catherine, UT 56845"
986,76511.59121546354,7.926966219895345,5.895032835169248,2.27,70353.06505182185,1641205.7860938644,"7928 Evans Inlet
Port Sherriland, SC 82783"
987,91167.65324385869,6.292489904122351,9.017846765748043,4.6,56278.690310209895,2162562.210411242,"05890 Robin Brook Suite 649
East Bethton, MI 72561"
988,84592.33273844402,5.295636172988443,7.116859829652728,3.42,65108.89594630442,1209015.0421536241,"065 Helen Oval Apt. 756
Kathrynborough, UT 72714-6759"
989,84335.64427624602,5.986648229891939,9.140973481551393,3.56,62713.92331569458,2059418.206693447,"678 Howe Lights
East Bryan, OR 66067"
990,111107.32131987161,6.866624375964246,8.067861122116561,5.9,83073.48089278457,2841124.117894828,"38531 Anna Estates Apt. 937
Kevinfurt, AZ 71789"
991,93985.63505206224,6.265971432125775,7.00533190542443,4.59,73586.46097783661,1987737.3286922593,"67263 Garrett Knoll
Hineshaven, IN 52693-6366"
992,101319.37222881618,5.5220913897854675,7.3426831507094175,7.01,36307.14777925509,1297713.1060212925,"576 Moore Stravenue
Stephaniemouth, OK 66676"
993,57381.896868865006,6.414599522412128,5.111060622250043,3.79,48860.6473243467,667180.7847008321,"43074 Armstrong Wall
West Timothychester, NH 29497-5681"
994,80594.60935004745,7.128708763524653,8.200261978720338,5.89,41497.156493170674,1477382.9313885928,"USNS Reyes
FPO AA 35029"
995,117724.15672319812,6.3289855676996165,7.749666207197209,7.29,69663.01859739509,2468269.496828802,"22912 Taylor Island
Brianside, MA 36738-0637"
996,88966.0451212794,5.219200044570771,8.211751189055223,5.82,43842.84266469163,1632249.1548406654,"614 Leah Row Suite 729
Marissastad, NM 00794"
997,77993.65893498821,6.11275960587876,7.548865452640391,6.13,76844.91127697032,1777933.6514987971,"97004 Gutierrez Greens Apt. 332
East Deniseview, RI 21012-8300"
998,118247.7839222897,6.351924170393662,8.971377930703465,3.81,42474.04710578577,2324770.810691285,"61508 Taylor Turnpike Suite 751
North Sherry, SC 21980-1722"
999,92108.38227324438,4.365636077707834,8.648571867226261,7.01,56347.76902081593,1599472.2043085536,"46722 Avila Ford
Lake Sharonland, NY 80569"
1000,75606.8659315436,4.530721204950388,8.300361843821547,3.44,66128.15000674159,1300281.9149763393,"460 Morales Islands Apt. 118
West Jeffrey, NE 35494"
1001,89348.60330312696,3.790605954461975,7.67216791904517,5.69,37927.543545224464,763110.1975119998,"827 Ferguson Isle
Rosebury, AL 61416-3167"
1002,95832.79908274805,7.6684271694699655,7.912992638491111,5.69,66265.72254534227,2254684.9569659536,"653 Parker Overpass Suite 506
Susanshire, AZ 00328"
1003,88570.81351789563,3.860111198647133,6.29627327925617,4.75,61701.33219956039,990817.4293306893,"41962 Castro Groves Suite 053
Jacquelinestad, PW 32378"
1004,102407.24554446664,7.335022451845466,7.853170550344367,5.95,40185.40549856608,1992699.4400552984,"66807 Johnson Prairie Apt. 849
Hernandezhaven, NE 29672"
1005,97364.61123261723,5.284221792728528,6.274990050910369,4.98,80217.79121508017,1616552.146090318,"98734 Sharp Shoals Apt. 825
North Sharon, CA 40445-0695"
1006,124334.95852170477,5.037908212995779,6.985448329592461,2.54,60256.85549071165,2117541.5219523315,"2574 Richardson Trail
Villarrealland, MD 90258-8822"
1007,105237.75856120816,6.824961963707277,7.278542161199413,3.78,72920.06831217244,2297530.21439336,"7069 Barajas Brooks
Martinezbury, VA 51924"
1008,77868.16954652156,5.702018395842765,6.985779566677846,2.73,81279.02356165237,1701378.255823242,"97379 Erin Tunnel Suite 230
Wilsonside, CA 62038-2300"
1009,95963.55469355767,6.166953383520338,8.535308738845345,4.97,49275.585978335555,1705185.84558945,"914 Ramirez Valleys
East Mark, NM 09382"
1010,102930.46540740789,6.766172483401063,7.076895209952404,3.53,52405.010308128054,2037578.7704365198,"4134 Susan Fords
Port Andreatown, DE 39559-2783"
1011,98501.20122232765,6.0835535780020455,6.932083806181681,3.96,57464.10387457752,1464867.441454668,"8580 Caleb Rapid Suite 109
Karenchester, AL 04190-4237"
1012,85499.63880270152,6.906695263200357,6.046674646324305,4.93,79760.42128414632,1915889.9913616877,"9731 Bryan Estate
North Teresafort, MA 43089-0152"
1013,90653.0545119454,6.118678489528647,6.44507736082827,5.01,83695.6593002115,1775800.7411298184,"12163 Carter Shoals Apt. 326
Deckerland, SD 16294"
1014,92576.05176308902,5.479693346587456,9.292501102824614,7.27,65691.01600767508,2180896.1747853803,"7303 Amber Locks Suite 812
North Kelly, IN 94856-6427"
1015,125721.893363452,7.088368096539242,6.897435297494953,3.84,47025.438496729694,2326965.1667625895,"16991 Theresa Trace
Port Matthewshire, NC 66272"
1016,120343.56230850032,6.781463970753699,8.626805095821299,3.62,50798.73902296209,2550230.626699634,"114 Michael Wall Apt. 387
Lake Taylor, ND 17489"
1017,86961.4753219718,5.574517263096237,4.824634312408968,2.28,54675.26441570379,875192.6454563712,"4363 Tara Bridge Apt. 728
Rivasfurt, ND 04123"
1018,82884.1776037824,6.999865156012275,7.852850694117141,3.97,39212.145485702385,1599508.9087865357,"PSC 1123, Box 2566
APO AE 12036-0836"
1019,86035.85668936094,5.440040956346338,6.250735667168998,2.59,80115.78183004195,1462263.5484545568,"96480 Taylor Mews Apt. 138
New Justinmouth, PA 25004"
1020,100328.96399153002,6.54140570585398,7.296487073669366,3.59,33048.07442969282,1418294.9859192087,"933 Morgan Via Apt. 871
Nicolebury, AL 14624"
1021,109853.9893419097,5.456255245500776,8.65543898491753,3.78,68166.63323236277,2041200.7384391818,"79023 Ramirez Isle
East Jeffreyborough, CT 45650-3126"
1022,70754.65209164818,5.693692850549596,6.320593061474191,3.61,35435.740983830474,890660.0811079076,"962 Brandon River Apt. 829
South Jamie, GU 95398"
1023,73043.66813107551,4.901002612199411,8.928582123027816,4.71,33284.02969374704,1099219.3803515662,"713 Anderson Lights Suite 346
North Katie, FM 72098"
1024,82903.93399978505,5.613510382597787,4.887140029436755,3.59,57583.49512524411,1267247.7918267462,"76329 Eric Mount Suite 495
Whiteville, AS 79813"
1025,85297.94338602318,7.310913036965043,7.464086182071757,3.59,27022.39894227811,1621959.2866777142,"960 Ferguson Ports Suite 436
Lake Denise, OK 51103-4597"
1026,115282.22708065932,5.13469346981397,7.546177686342768,5.85,58325.694357699205,1795842.4243560615,"519 David Ways Apt. 059
Port John, PW 73151-6724"
1027,97483.00737270957,6.6728850576423415,8.98945550348648,7.12,66098.11185419002,2244273.7173715043,"231 Rodriguez Extensions
Ramirezview, UT 82819-9826"
1028,82865.28893630409,7.507909201421147,6.07732376337447,3.67,42923.33363697237,1250000.7779007396,"PSC 9596, Box 0250
APO AE 81289"
1029,102536.37396938879,6.262150386437363,6.800992338946629,2.46,47693.443164732205,1767971.607920553,"117 Harper Harbor Apt. 891
North Harry, TN 24136"
1030,102878.30943553075,6.045933909848404,6.546948347848486,2.32,56507.73175200707,1799806.3679868295,"604 Angela Crescent
West Timothy, MP 45493"
1031,102724.06429731488,5.724284888734053,7.204574507585537,7.22,68700.40238524276,1990881.470865777,"9224 Phillips Villages
Jamesbury, DC 07921"
1032,95637.72106528564,5.790808214985195,5.422874926906415,3.83,86070.56595727846,1844174.4452952137,"98797 Miller Manor
Kristinmouth, ID 05829"
1033,111837.56755170958,5.564443320449266,7.1446864132255135,2.76,51685.324607607006,1919303.0951546784,"Unit 3589 Box 1542
DPO AA 16271-0224"
1034,100152.5820533737,5.456747973654255,5.923200942676609,4.94,49329.02012945551,1518861.9157265234,"3777 John Canyon Suite 968
Amberborough, WA 31105"
1035,94106.88123188328,6.460741506720345,7.822370122887585,7.09,47475.3767509082,1589511.315745148,"238 Turner Cliffs Apt. 239
Amyburgh, PA 71224-5090"
1036,97754.15713788921,5.160757680060033,5.232179583996059,4.84,63749.01633331978,1283682.1107315288,"84076 Anderson Hills Apt. 983
South Justin, OK 66516"
1037,78411.36776068633,5.775841675311147,6.471233258041574,5.02,55622.82940001483,1277628.1323047301,"22469 Amy Valleys
Edwardsberg, MD 02773"
1038,69957.97485956612,5.115306977153695,7.626866219280093,5.74,34740.03856718042,686074.2250242151,"97665 Clark Roads
Brianmouth, ND 02995-1068"
1039,97580.47187007489,6.28639454847904,7.28382158770811,6.04,66849.96595975847,1808602.2844659341,"5869 Suarez Locks Suite 297
East Jonathanton, DE 82931"
1040,88775.42435792855,4.712764097881082,7.940939268562461,3.49,39855.24969408396,1422618.4475816216,"63443 Wesley Haven Apt. 970
Maryburgh, CO 32233"
1041,99529.17543353667,5.821383547129747,8.69423268513947,7.17,63460.32017541198,2093282.3301042097,"7587 Mcdonald Common Apt. 738
Elliottshire, DE 90107"
1042,108764.37106988879,7.857632051712047,6.4899060948980285,5.1,47285.91860727966,2299316.6628628913,"372 Angela Summit Apt. 043
New Tiffany, NJ 35579"
1043,75199.90559256301,7.575122913321028,7.545926185316744,4.99,59352.478407937226,1607135.503587471,"334 Robert Inlet
Thomasshire, CO 09495"
1044,113897.93494254393,5.721904569854463,6.4060153416765875,3.97,47136.79880319808,1727709.3644826007,"173 Heather Extensions
Peggybury, AS 89149-2125"
1045,93269.93319101699,6.795971073328381,7.746607329997824,7.22,66998.20755752841,2215364.9392556497,"50340 Parker Islands Apt. 276
North Alexis, NV 71995-9163"
1046,94839.08274477285,5.947780538537887,7.071365239361585,3.63,66796.01345220949,1718454.7487899647,"0965 Walker Port
East Jennifer, MN 53589"
1047,88757.36635169855,6.6504510290336825,5.185626485564282,3.65,64071.495567502316,1448117.6291811047,"2929 Rodriguez Pine
North Gregoryland, WY 79081"
1048,76985.50348417544,4.962690392637323,8.132522891737336,5.76,63455.79742284626,1356716.8814609048,"146 Margaret Drive
East Taylor, AR 62664"
1049,88833.8050988638,6.634490932083282,7.5005561940728755,6.95,80491.0701856822,2162749.8226848077,"76518 Kristen Expressway
Bennettstad, NE 55780-9958"
1050,92595.32700918218,4.144282948827302,6.395109110620775,2.6,75981.55432637432,1260582.1374754354,"USNS Chaney
FPO AP 87928"
1051,101477.88583198367,5.413180580771298,7.822502836235068,4.77,49397.19867655985,1537918.861276137,"11252 Waters Expressway Suite 333
Savannahtown, WA 87924-9404"
1052,78523.4849040528,5.496228024678354,7.233588356315815,3.89,43754.69741176045,1245158.9840867857,"2590 Warren Walk
Robertsport, NY 09253-2552"
1053,79727.4263530992,5.356470663663708,7.6037104598239615,3.89,41830.32752919395,1186759.1847644001,"09767 Alvarado Rest
Donnaland, MP 95960"
1054,97028.95309192383,5.933183576564395,8.671940194840627,7.18,66869.57617738067,1923685.8127847929,"098 Melton Cliffs Apt. 580
Madisonmouth, SC 04285"
1055,92884.50783059145,6.11139662129122,8.058522131984484,4.85,40261.11535178331,1860959.9104563547,"PSC 3490, Box 0556
APO AE 04921"
1056,92000.25507611895,7.1338241780434135,8.994331256635336,7.21,72185.23254117167,2272284.9446087587,"6258 Shirley Lock Suite 916
North Craig, HI 86453-3624"
1057,95461.93719834348,5.746403594605218,9.093900369667976,5.77,70098.16815348665,2032008.3368215242,"1191 Tate Islands Suite 460
Smithtown, ME 11150-3233"
1058,98120.08268650496,4.93299161482655,7.887788626643401,6.96,67704.56443462275,1853468.8862927847,"154 Lee Tunnel
Smallland, NC 15747-5815"
1059,81697.56609695136,5.7474176942876785,5.893652642926676,4.86,46906.90900402476,1045790.0307190765,"0542 Brandon Mountain
Silvafurt, NE 88050-3603"
1060,88353.72089661239,4.920986429492035,8.455693709468285,4.72,59716.66904457589,1378572.7743526013,"7168 Morgan Viaduct
West Paulchester, KY 61596"
1061,84116.51810875995,4.361938343460561,6.963340982445062,4.6,68159.66869628034,1241158.2833843336,"1880 Samuel Fork Suite 830
Lake Elizabethfort, UT 41369-0237"
1062,92868.12507038542,5.171414886296846,7.482192723961524,3.86,48524.36797188489,1498385.3839726488,"326 Isaiah Isle
Stevenfort, UT 18732"
1063,98113.4565252977,4.284570040734123,6.014896369628756,4.75,52070.86940698162,1242726.9517195204,"232 Andrade Cliffs Apt. 325
Lewismouth, VI 87172-1000"
1064,85475.29871422278,4.50395591927691,6.148899887249595,3.69,36969.70960808371,563221.303558382,"4619 Doyle Causeway
New Gilbert, WY 70871-5578"
1065,102661.52730164726,7.17179508743501,7.519273942870785,6.24,71225.37773059883,2234539.8332644077,"2499 George Stravenue
New Pamela, AK 46876"
1066,86378.26547544326,7.711125737772069,6.831916508754646,2.31,56338.29067519082,1607937.2519443936,"24231 Woods Alley Apt. 225
Ralphfurt, PA 09827-4337"
1067,55654.237366057525,6.647970920498303,5.174382750122633,4.81,52179.26287939773,886860.3907279898,"059 Morris Summit
New Whitney, NY 73137"
1068,106631.35966283856,4.821588067773999,5.987662636946086,4.58,51133.05621914723,1484491.4830705633,"4827 Kelsey Glen Suite 220
Michaeltown, MD 34529"
1069,110128.52967191997,5.063320222326313,5.468690515728882,4.75,48183.46419027055,1511555.8535015467,"Unit 4395 Box 2223
DPO AE 68423-9498"
1070,93603.58839860807,7.007849021888552,8.052428792710913,6.8,69023.03560083057,2185742.825527511,"8408 Lam Mountains
Robertside, SD 61154-0104"
1071,69036.28883950453,6.73640504615223,5.6741199224493695,4.68,71237.98332251479,1229775.9885219687,"15429 Janice Lock
Jessicaville, MD 71946"
1072,65146.58618972724,6.868511582083435,7.003762020927679,5.05,49025.13072663502,1110258.5178973197,"69330 Vasquez Square Apt. 177
West Douglasland, NV 48332"
1073,84854.93936965271,7.493507664099628,6.358961230922752,5.01,71275.74119460897,1784892.5771410458,"PSC 5511, Box 3978
APO AA 43113"
1074,87121.73990626309,2.564975060455604,8.501414884404788,6.86,26188.242440773884,538942.5898176079,"584 Rick Cove
Leeberg, ND 15540-8557"
1075,102986.86015960702,4.59876596256652,6.23472004489299,2.69,74745.104836767,1612415.599874382,"6948 Michelle Tunnel
South Christopherville, NM 47337-9117"
1076,100904.79065779313,6.556545046761487,8.006601684024018,5.08,69795.56975320062,2132840.6707856976,"63283 Simmons Meadows Apt. 194
North Amandaville, MO 55928"
1077,93047.85808177691,5.93594434947133,7.57727656720921,5.08,95143.82952227084,1998536.6662554666,"898 Craig Ridge Apt. 204
Coryfort, GA 66710-2535"
1078,101524.02825331122,4.692539625787731,6.746965405255462,2.7,60457.351943383896,1739357.0047870697,"97282 Moore Knoll Suite 107
West Megan, AS 39793-7339"
1079,92212.00031393513,5.265581619947955,5.6150622191514845,3.63,69636.21488607905,1410647.486396983,"49682 Brett Square
New Andrea, NH 32549"
1080,81622.50372905713,6.123752949969238,6.4469258119511315,4.77,34443.99538203286,1176927.3998894147,"2378 Christine Oval
North Michaelborough, CT 83476"
1081,54949.99462218784,5.145890440544487,6.175370305664948,3.84,65092.02720266621,643165.3066509988,"682 Lara Hollow Suite 021
South Shannonmouth, KY 33314-3669"
1082,83012.84455069185,5.925714572203972,6.606456872476487,2.65,69318.21852188055,1608568.933940584,"50415 Julia Lane Apt. 645
Lake Emilyfort, KY 92027-9820"
1083,90345.03384092567,4.499579764707185,7.844187400784219,6.85,33210.91706796557,1124369.3304659629,"9641 Jackie Brook
Timothyshire, PW 16107"
1084,91694.04832858479,5.108857203223623,6.284836124593216,3.65,51172.61562386085,1302850.3566918862,"3228 Kathy Shores Suite 923
North Nathaniel, RI 37530"
1085,82865.12818311148,5.507466674043083,6.818867525333082,5.08,28398.876446579547,1040143.1545717281,"802 Lauren Locks
Scotttown, KY 33922-1795"
1086,84199.24432224664,6.88297435841136,7.324565046691975,5.85,82500.89707098625,1833431.3726793826,"2144 Jackson Path Apt. 300
Charleneland, NM 58522"
1087,97130.16459672352,4.0793303129494936,5.840978006121906,2.78,71032.78228660034,1347297.5961971288,"1608 Andrews Rest Apt. 672
Richardshire, IN 92603"
1088,81667.26721012256,4.638201944361822,5.760541447649142,3.49,56259.278675921116,568289.8264558573,"53074 Alexis Village Apt. 437
Floydland, DC 23157"
1089,112197.92096679907,4.271101087631657,5.3356902336959235,3.62,21253.915277995857,811762.8557927484,"914 Beasley Pines Suite 756
Lake Phillip, VA 85426"
1090,77191.7708206297,7.187538850552992,5.77035710496867,2.64,81370.30935851381,1533273.0819291924,"USS Thomas
FPO AA 60174-6263"
1091,100980.3666784852,8.721657350693302,7.453746237208914,3.63,35109.59283193849,2262526.457665459,"84910 Lloyd Green Apt. 744
Lake Lynn, AK 73257-6707"
1092,72262.73316311938,4.392223644226187,5.808850548963953,3.8,62373.14721408036,917975.6880305869,"880 Lee Groves Suite 157
West Jeffrey, HI 92567-7167"
1093,81440.35876505557,6.650254536675687,5.703508076276129,3.97,46635.087366644795,1131328.1342537631,"698 Julie Shoals Suite 296
Christensentown, WI 62082"
1094,93329.00869527088,5.281395085739418,7.1241065563128,3.59,59348.66400753616,1437994.5913546106,"66285 Drake Hollow Suite 740
New Shannonhaven, VA 07026-9938"
1095,79456.21135199872,4.588984513158777,8.281223627498973,5.03,77044.39680555623,1550480.815027356,"5115 Anderson Plains
Wilkinsonbury, ND 95001-4548"
1096,130714.73595289081,5.297143568560269,6.764647173777292,2.84,64372.131169059125,2634194.0274550254,"349 Sean Forges
Whitakerville, WY 85138-4153"
1097,82662.83513786836,6.6375495937784885,8.53161039380918,6.97,58548.37607356311,1704915.3203007053,"Unit 6166 Box 9012
DPO AA 29420-5875"
1098,97109.1859828732,5.438203095594608,8.233539243702085,3.48,44838.541146536954,1460402.4905603733,"69260 Brenda Overpass Apt. 620
Port Nicolestad, UT 49247"
1099,101904.81890724834,6.443474284337598,7.838300780342527,7.29,37002.62655223001,1567475.3015279905,"981 Melanie Route Suite 924
South Johnny, VA 94359-3209"
1100,106109.8435522032,6.032287096956841,9.260390880506982,7.23,29378.958904203962,2056782.0774860135,"448 Middleton View
Jenniferton, GA 83163-3132"
1101,65954.8506447782,5.235078597546908,6.253542725149188,2.64,77369.45294394156,745465.0635046148,"90759 Beth Manors Apt. 532
Williamport, RI 50228"
1102,107253.83224155765,6.256068097560193,8.651824384292103,6.24,48908.0902842609,2256573.8067669575,"8337 Cody Fields Apt. 592
Tinafurt, GU 56684-5907"
1103,69674.08102773165,6.563774521563353,6.904972407413741,2.61,77520.74670344226,1367840.7287394155,"019 Richard Mountain Apt. 282
East Melaniebury, IN 51530-5215"
1104,70632.8983154062,7.637900546744832,8.448005428477321,5.09,42148.26893624823,1496666.4017437638,"36330 Rodriguez Cape Suite 137
East Ashleyshire, HI 61481-1240"
1105,76292.17747979132,7.836342366693324,7.992064289277758,3.49,61056.781407718096,1990581.9620912396,"USCGC Sanchez
FPO AP 77447"
1106,89459.34035900274,5.5255179507995695,6.008574143860722,3.47,69647.05065040843,1434358.3812217638,"76265 Morris Walks
Lake Jamesland, MN 54821"
1107,70184.6594383417,5.200255512688101,4.480801663209847,2.49,56302.402764031016,400659.85851303564,"951 Richard Ford Suite 733
Oneillside, NE 17071-7757"
1108,94100.58946760719,6.826353019698484,6.741967360106173,4.97,66323.16935512185,1850284.9534005604,"236 Kramer Oval Apt. 169
New Crystal, NJ 58341"
1109,83901.29846707857,6.74090937851797,6.814560312635404,3.76,67172.35265532172,1710389.7936649134,"027 Brandy Plaza Apt. 534
Hendricksmouth, PW 87092-1532"
1110,107581.8938701787,4.878590480147787,4.144437000683978,2.49,38629.00454738756,829337.4772216328,"9488 Wood Hill
New Jesseton, IL 19753"
1111,89527.67966934854,5.85419776164264,5.607285043514654,2.34,55166.42811593342,1335348.337716429,"39656 Julie Ways
South Richardshire, WV 91991-0615"
1112,68530.82406427192,5.218316003987622,7.48142338578849,7.09,68955.52763870728,948582.2140734,"USCGC Williams
FPO AE 95935-4246"
1113,121317.12139662485,5.551158072015856,5.970654497220489,2.54,69575.84390584301,2179801.4297460937,"9912 Anderson Bridge
Port Chad, NY 38307"
1114,124868.99007342117,5.633125921408597,7.0030164776390755,2.45,39066.9661195922,2039858.4914551717,"719 Yvonne Station
Patrickfort, MO 43725-2826"
1115,94795.88197983375,5.218207706532653,5.343155215201404,3.75,44294.93295719664,1137460.6059262913,"7526 Kara Club Suite 242
Deannabury, KY 79535"
1116,75072.89397570997,6.378046762978603,7.643877688909777,4.71,59640.15191801091,1524137.1560482692,"428 Jacobs Overpass
Bradyville, NE 27399"
1117,102141.13465118536,6.210778445519712,5.568829803636413,2.71,82344.96265072405,2000680.7458278898,"85934 Stephen Passage Suite 880
Kramermouth, KY 23168"
1118,120159.16656525675,4.252508928205673,9.088958478415236,5.75,25732.033044827145,1672544.8720733554,"7557 William Plains
Tamarabury, PW 76806-8720"
1119,120366.37859296754,6.406011906475525,6.7316545006951145,3.92,30627.45651277383,2139843.433238732,"09777 Ortega Drive
Leefort, AZ 98396"
1120,81758.38464360742,6.626346587268602,6.279638614505197,3.45,57261.68600646569,1491506.9257609781,"33137 Amanda Shoals Apt. 794
Burnettview, MH 63625-7023"
1121,84905.3821314028,5.956306960013812,6.05605325297155,4.56,57591.31528372303,1269428.6546637893,"14640 James Freeway
Lake Nathanchester, HI 32651"
1122,76495.7419561379,5.716566295663489,7.503781597911015,4.57,64229.6598498735,1395355.0575998786,"97843 Jessica Drive
Stephenborough, AL 57418-2908"
1123,92520.22244047237,4.18290737748053,5.731615496412787,4.64,57249.55305868927,1409532.3817539685,"937 Singh Greens
Bakerfort, HI 27291"
1124,109127.6991182283,4.615059342947894,7.12664435698507,2.6,71372.44216026334,1861927.7053961686,"1509 Courtney Islands Apt. 510
Port Kenneth, IN 97618"
1125,104921.52092686426,6.670206322947974,7.989312240376788,3.82,64716.01392425382,2178892.225854747,"60626 Lopez Circles
Jonathanberg, NV 15215"
1126,117097.75553641793,5.856932860506287,6.16628707586008,3.97,52262.196304733254,2054724.1133236222,"59562 Edward Creek
Katherineborough, CT 42078"
1127,111420.71063093976,6.108641832193632,5.717106618530336,3.91,75729.28061661872,2014836.0444640669,"0306 Hernandez Club Apt. 883
Aguirrechester, HI 88830"
1128,126074.53379824029,6.116481745747507,9.322856498581348,5.84,51069.26607763658,2586574.281188055,"61316 Julie Turnpike Suite 237
Williammouth, AL 52135-3954"
1129,81351.617189823,5.237854106631668,8.106560105809404,7.27,72625.56342178037,1673075.0496431314,"54528 William Streets Apt. 691
Anthonyhaven, IA 31543"
1130,95554.3952281838,7.2882030034917795,8.606832819000616,4.93,53285.239532032836,2278857.8863789146,"701 Michael Courts
Lake Diamondchester, ND 59260-2575"
1131,125026.93635718146,4.578963279395466,7.976817065665897,3.88,62845.87992834367,1988624.4817174945,"8619 Brandon Coves
West John, SC 38987"
1132,114745.65317387185,5.456095806481586,8.990075766321036,4.99,70502.0929629732,2223795.6384086856,"242 Scott Fork Apt. 801
West Brianhaven, AS 10256-3621"
1133,68822.35656666108,6.182897187725202,5.998293449937957,2.59,67183.63258763727,1006212.4118723627,"1939 Ortiz Springs
Rogersfurt, KY 08574"
1134,101664.15491720746,5.72492167882895,6.479584773044774,3.88,64711.842816592645,1996986.6695202193,"37770 Travis Way Suite 466
East Cynthia, FM 20131-8633"
1135,110862.29359043641,5.6324611841454555,8.21191933657613,6.24,64324.949536453394,2161820.826616466,"06954 Shane Fort
South Jamesfurt, RI 46652-5410"
1136,89837.88176340717,5.776200424841514,6.075043243379197,4.79,88496.3327371513,1875935.4419797796,"60943 Travis Station Suite 213
Jacobton, NM 98775"
1137,89829.94059988868,5.595034693527446,6.961917894035413,3.47,67588.34061449146,1666935.5212810088,"96065 King Loop Suite 246
Kylehaven, SC 68949-5123"
1138,75973.32434317756,6.534478075980183,9.360439873820377,3.47,42953.79990042406,1619758.1392485877,"131 Weber Plain
South Brittney, KY 62380-9095"
1139,88221.73669661717,6.115447730886627,6.656720221655024,4.64,30053.491119441172,1333681.5882686847,"098 Marissa Village Apt. 996
Tinatown, SC 06354-8234"
1140,106500.3451487124,5.65829065991497,7.096844590218235,3.59,50080.89057242315,1794091.585153266,"4638 Brown Ridges
East Victoria, WI 18252-6242"
1141,73764.76491189384,4.173402923719933,6.337329353595081,2.43,41322.40392671354,375321.58579227084,"PSC 6367, Box 8767
APO AP 41574-6578"
1142,108022.0371611022,4.665435768617472,7.851153532379643,6.19,58777.75007068637,1621855.5750972428,"09890 Jackson Circle Apt. 190
New Krista, AR 82878-0303"
1143,102976.57299602043,7.227773554471774,7.743450378265551,6.94,72423.03603860835,2297619.0769323343,"1109 Poole Estate
New Kathryn, AR 21503"
1144,112006.44809556272,6.417659954036843,7.65912710876622,5.1,56448.12293838238,2065114.3509515075,"6638 Patrick Mountains Apt. 899
Reedmouth, IN 33047"
1145,115700.20673971581,5.347937721955767,7.4169211097113035,3.7,58922.79695022591,2190782.236427755,"6881 Michael Knolls
North Deborah, PA 22711-5716"
1146,88233.86919164073,6.193812437443071,6.963956432290766,3.61,46463.18391537448,1207635.0042231013,"12315 Johnson Corners Suite 788
West Tyler, WV 04839"
1147,93233.36441392265,5.838993922124931,8.294184446175679,5.73,79247.08523958936,2035710.5491864893,"8363 Michael Manor
Welchbury, WY 49675"
1148,82518.60438542682,4.843487917368908,6.682818948630484,2.49,70928.17366195946,1204947.7953195302,"360 Gray Shore
North Cherylside, PR 98151-1382"
1149,105990.15956263906,5.6968912580186934,8.195392307930627,5.77,72377.59255603426,2301802.008916052,"PSC 4708, Box 5599
APO AA 90727"
1150,92444.3092170285,5.679239350451687,8.563096867245891,4.94,47320.46153520599,1663160.1018657414,"85057 Steven Common Suite 196
Jamesmouth, RI 95375"
